Date,Currency,FX_to_Report_Ccy
2021-06-29,EUR,1.0
2021-06-29,JPY,0.007579719715991825
2021-06-29,USD,0.8382999773151761
2021-06-30,EUR,1.0
2021-06-30,JPY,0.0076021924511444645
2021-06-30,USD,0.8401999947716665
2021-07-01,EUR,1.0
2021-07-01,JPY,0.007590017672131296
2021-07-01,USD,0.8433999786852842
2021-07-02,EUR,1.0
2021-07-02,JPY,0.007566242431708301
2021-07-02,USD,0.8441499905960779
2021-07-05,EUR,1.0
2021-07-05,JPY,0.007590132827324478
2021-07-05,USD,0.843440004472281
2021-07-06,EUR,1.0
2021-07-06,JPY,0.007600459117089123
2021-07-06,USD,0.8428999766882903
2021-07-07,EUR,1.0
2021-07-07,JPY,0.007647773894012935
2021-07-07,USD,0.845700060963014
2021-07-08,EUR,1.0
2021-07-08,JPY,0.007664479727944652
2021-07-08,USD,0.8479319762822677
2021-07-09,EUR,1.0
2021-07-09,JPY,0.007688227003536519
2021-07-09,USD,0.844024032617132
2021-07-12,EUR,1.0
2021-07-12,JPY,0.007642397018420304
2021-07-12,USD,0.8422500140565636
2021-07-13,EUR,1.0
2021-07-13,JPY,0.00764008503231846
2021-07-13,USD,0.8428000474216488
2021-07-14,EUR,1.0
2021-07-14,JPY,0.007678958241329213
2021-07-14,USD,0.849229983015619
2021-07-15,EUR,1.0
2021-07-15,JPY,0.007683855134193109
2021-07-15,USD,0.8450700366009289
2021-07-16,EUR,1.0
2021-07-16,JPY,0.007712478572852537
2021-07-16,USD,0.8466099905656455
2021-07-19,EUR,1.0
2021-07-19,JPY,0.007704754231671906
2021-07-19,USD,0.8464529753168065
2021-07-20,EUR,1.0
2021-07-20,JPY,0.007742215048954129
2021-07-20,USD,0.84790000761114
2021-07-21,EUR,1.0
2021-07-21,JPY,0.007721411801520977
2021-07-21,USD,0.8486000126248934
2021-07-22,EUR,1.0
2021-07-22,JPY,0.00769201155679666
2021-07-22,USD,0.8479800623889369
2021-07-23,EUR,1.0
2021-07-23,JPY,0.00771224078157987
2021-07-23,USD,0.8494200252762111
2021-07-26,EUR,1.0
2021-07-26,JPY,0.007683973154400187
2021-07-26,USD,0.8493699696980773
2021-07-27,EUR,1.0
2021-07-27,JPY,0.007679901301268433
2021-07-27,USD,0.8468999982332289
2021-07-28,EUR,1.0
2021-07-28,JPY,0.007704278710182236
2021-07-28,USD,0.8457999969146872
2021-07-29,EUR,1.0
2021-07-29,JPY,0.007682438273866218
2021-07-29,USD,0.8441699536726379
2021-07-30,EUR,1.0
2021-07-30,JPY,0.007688759178620519
2021-07-30,USD,0.8408309510012911
2021-08-02,EUR,1.0
2021-08-02,JPY,0.007681612538507107
2021-08-02,USD,0.8426700054928298
2021-08-03,EUR,1.0
2021-08-03,JPY,0.007707485314133303
2021-08-03,USD,0.8421300330011137
2021-08-04,EUR,1.0
2021-08-04,JPY,0.007730305567410043
2021-08-04,USD,0.8424999786578125
2021-08-05,EUR,1.0
2021-08-05,JPY,0.0077131929424567045
2021-08-05,USD,0.8447800045357813
2021-08-06,EUR,1.0
2021-08-06,JPY,0.007699711260827719
2021-08-06,USD,0.8448999760488016
2021-08-09,EUR,1.0
2021-08-09,JPY,0.007720815063411977
2021-08-09,USD,0.8511000441854083
2021-08-10,EUR,1.0
2021-08-10,JPY,0.007724632686266476
2021-08-10,USD,0.8518999811108832
2021-08-11,EUR,1.0
2021-08-11,JPY,0.007715037117785694
2021-08-11,USD,0.8529999566819689
2021-08-12,EUR,1.0
2021-08-12,JPY,0.00771622799183683
2021-08-12,USD,0.8516509795763759
2021-08-13,EUR,1.0
2021-08-13,JPY,0.0077184908475417865
2021-08-13,USD,0.8520600624270576
2021-08-16,EUR,1.0
2021-08-16,JPY,0.007734490391191537
2021-08-16,USD,0.8478400192923191
2021-08-17,EUR,1.0
2021-08-17,JPY,0.007768740563349861
2021-08-17,USD,0.8489000619121859
2021-08-18,EUR,1.0
2021-08-18,JPY,0.007796845166309339
2021-08-18,USD,0.853990001466989
2021-08-19,EUR,1.0
2021-08-19,JPY,0.007779497955531413
2021-08-19,USD,0.8544599925153589
2021-08-20,EUR,1.0
2021-08-20,JPY,0.007802137897215738
2021-08-20,USD,0.8564140333095186
2021-08-23,EUR,1.0
2021-08-23,JPY,0.007783918350573259
2021-08-23,USD,0.854879968285722
2021-08-24,EUR,1.0
2021-08-24,JPY,0.00776361351098096
2021-08-24,USD,0.8514599378463056
2021-08-25,EUR,1.0
2021-08-25,JPY,0.007754522781395487
2021-08-25,USD,0.8508399457644062
2021-08-26,EUR,1.0
2021-08-26,JPY,0.00772439323450834
2021-08-26,USD,0.8493000565754022
2021-08-27,EUR,1.0
2021-08-27,JPY,0.00773275551626668
2021-08-27,USD,0.8506000158791497
2021-08-30,EUR,1.0
2021-08-30,JPY,0.007715216043354767
2021-08-30,USD,0.8475289874722715
2021-08-31,EUR,1.0
2021-08-31,JPY,0.00771063562034579
2021-08-31,USD,0.8476799777202032
2021-09-01,EUR,1.0
2021-09-01,JPY,0.007693964846742339
2021-09-01,USD,0.8467199700903819
2021-09-02,EUR,1.0
2021-09-02,JPY,0.007671064707870157
2021-09-02,USD,0.8445299607203234
2021-09-03,EUR,1.0
2021-09-03,JPY,0.007661074154231956
2021-09-03,USD,0.8420000287070284
2021-09-06,EUR,1.0
2021-09-06,JPY,0.007665360957140836
2021-09-06,USD,0.8413300194741546
2021-09-07,EUR,1.0
2021-09-07,JPY,0.007668829570864532
2021-09-07,USD,0.8421000219444114
2021-09-08,EUR,1.0
2021-09-08,JPY,0.007655561414456554
2021-09-08,USD,0.8443400603878811
2021-09-09,EUR,1.0
2021-09-09,JPY,0.007676364222023748
2021-09-09,USD,0.8460879990793357
2021-09-10,EUR,1.0
2021-09-10,JPY,0.007705050443296703
2021-09-10,USD,0.8455999781458288
2021-09-13,EUR,1.0
2021-09-13,JPY,0.007702379926800594
2021-09-13,USD,0.8465999938437224
2021-09-14,EUR,1.0
2021-09-14,JPY,0.007698466696989403
2021-09-14,USD,0.8465999938437224
2021-09-15,EUR,1.0
2021-09-15,JPY,0.00772218697104828
2021-09-15,USD,0.8471000337684454
2021-09-16,EUR,1.0
2021-09-16,JPY,0.0077350289904250455
2021-09-16,USD,0.8460240006107713
2021-09-17,EUR,1.0
2021-09-17,JPY,0.007748754761536258
2021-09-17,USD,0.84980002072681
2021-09-20,EUR,1.0
2021-09-20,JPY,0.007752538626358892
2021-09-20,USD,0.8525199600519483
2021-09-21,EUR,1.0
2021-09-21,JPY,0.007792106188372883
2021-09-21,USD,0.8525000332824899
2021-09-22,EUR,1.0
2021-09-22,JPY,0.007816163677642403
2021-09-22,USD,0.853030055740884
2021-09-23,EUR,1.0
2021-09-23,JPY,0.007791256711066305
2021-09-23,USD,0.8556000153809169
2021-09-24,EUR,1.0
2021-09-24,JPY,0.007720875096914442
2021-09-24,USD,0.8517699701363962
2021-09-27,EUR,1.0
2021-09-27,JPY,0.007701727294735382
2021-09-27,USD,0.8530199935712905
2021-09-28,EUR,1.0
2021-09-28,JPY,0.0077056447469198465
2021-09-28,USD,0.8549350319909849
2021-09-29,EUR,1.0
2021-09-29,JPY,0.007672712721206897
2021-09-29,USD,0.8557000354271677
2021-09-30,EUR,1.0
2021-09-30,JPY,0.00770054179684792
2021-09-30,USD,0.8619499392167942
2021-10-01,EUR,1.0
2021-10-01,JPY,0.007751877466966163
2021-10-01,USD,0.86397001495668
2021-10-04,EUR,1.0
2021-10-04,JPY,0.007765844433081862
2021-10-04,USD,0.8615299799021718
2021-10-05,EUR,1.0
2021-10-05,JPY,0.0077577713547938645
2021-10-05,USD,0.86070003043218
2021-10-06,EUR,1.0
2021-10-06,JPY,0.007735687278798249
2021-10-06,USD,0.862360024429707
2021-10-07,EUR,1.0
2021-10-07,JPY,0.00776777463971398
2021-10-07,USD,0.8654000224896914
2021-10-08,EUR,1.0
2021-10-08,JPY,0.0077489343382574905
2021-10-08,USD,0.8650699987666324
2021-10-11,EUR,1.0
2021-10-11,JPY,0.0077014901659576175
2021-10-11,USD,0.8646000293332539
2021-10-12,EUR,1.0
2021-10-12,JPY,0.007633529102480268
2021-10-12,USD,0.8655200286092035
2021-10-13,EUR,1.0
2021-10-13,JPY,0.007639011036212218
2021-10-13,USD,0.8669999778821474
2021-10-14,EUR,1.0
2021-10-14,JPY,0.007611160914570363
2021-10-14,USD,0.8620999986126006
2021-10-15,EUR,1.0
2021-10-15,JPY,0.007579719715991825
2021-10-15,USD,0.8626999605498665
2021-10-18,EUR,1.0
2021-10-18,JPY,0.007543753910812975
2021-10-18,USD,0.8622899952314338
2021-10-19,EUR,1.0
2021-10-19,JPY,0.007534545885989178
2021-10-19,USD,0.8610399845459247
2021-10-20,EUR,1.0
2021-10-20,JPY,0.007506943544774251
2021-10-20,USD,0.8597000143170467
2021-10-21,EUR,1.0
2021-10-21,JPY,0.007502438670345689
2021-10-21,USD,0.857999947427276
2021-10-22,EUR,1.0
2021-10-22,JPY,0.0075558372289852415
2021-10-22,USD,0.8601899848452237
2021-10-25,EUR,1.0
2021-10-25,JPY,0.007560293095176102
2021-10-25,USD,0.859099993097384
2021-10-26,EUR,1.0
2021-10-26,JPY,0.007571799575611355
2021-10-26,USD,0.8611999830811313
2021-10-27,EUR,1.0
2021-10-27,JPY,0.007552527496842358
2021-10-27,USD,0.8622000377005308
2021-10-28,EUR,1.0
2021-10-28,JPY,0.0075773648885750665
2021-10-28,USD,0.8620600426312671
2021-10-29,EUR,1.0
2021-10-29,JPY,0.007534488715109618
2021-10-29,USD,0.8558999710333345
2021-11-01,EUR,1.0
2021-11-01,JPY,0.00757512622417015
2021-11-01,USD,0.8653000428079984
2021-11-02,EUR,1.0
2021-11-02,JPY,0.007556066344328615
2021-11-02,USD,0.8620999986126006
2021-11-03,EUR,1.0
2021-11-03,JPY,0.007578053570187593
2021-11-03,USD,0.8636000038708878
2021-11-04,EUR,1.0
2021-11-04,JPY,0.007547397532124463
2021-11-04,USD,0.8609000125000026
2021-11-05,EUR,1.0
2021-11-05,JPY,0.007603117630912353
2021-11-05,USD,0.8654000224896914
2021-11-08,EUR,1.0
2021-11-08,JPY,0.007618234568064839
2021-11-08,USD,0.864390041233816
2021-11-09,EUR,1.0
2021-11-09,JPY,0.007619743898658895
2021-11-09,USD,0.8626999605498665
2021-11-10,EUR,1.0
2021-11-10,JPY,0.007639011036212218
2021-11-10,USD,0.8624000082244874
2021-11-11,EUR,1.0
2021-11-11,JPY,0.007643857096635961
2021-11-11,USD,0.8706300016989962
2021-11-12,EUR,1.0
2021-11-12,JPY,0.007659842048484126
2021-11-12,USD,0.8732999966790355
2021-11-15,EUR,1.0
2021-11-15,JPY,0.007668358473292732
2021-11-15,USD,0.8739999687433254
2021-11-16,EUR,1.0
2021-11-16,JPY,0.007710694588442147
2021-11-16,USD,0.8797799828482606
2021-11-17,EUR,1.0
2021-11-17,JPY,0.00768952780554656
2021-11-17,USD,0.8832999750655373
2021-11-18,EUR,1.0
2021-11-18,JPY,0.007737722198582331
2021-11-18,USD,0.8832999750655373
2021-11-19,EUR,1.0
2021-11-19,JPY,0.007697103203853438
2021-11-19,USD,0.8796300704303185
2021-11-22,EUR,1.0
2021-11-22,JPY,0.007770672210100309
2021-11-22,USD,0.8868599672642564
2021-11-23,EUR,1.0
2021-11-23,JPY,0.007749535431101609
2021-11-23,USD,0.8895099407831637
2021-11-24,EUR,1.0
2021-11-24,JPY,0.007723976277907572
2021-11-24,USD,0.889289942634991
2021-11-25,EUR,1.0
2021-11-25,JPY,0.007734968736615085
2021-11-25,USD,0.8926199998999759
2021-11-26,EUR,1.0
2021-11-26,JPY,0.007752779826305366
2021-11-26,USD,0.8920900277774233
2021-11-29,EUR,1.0
2021-11-29,JPY,0.007787495114694322
2021-11-29,USD,0.885489994730513
2021-11-30,EUR,1.0
2021-11-30,JPY,0.007781313923109182
2021-11-30,USD,0.885469992364061
2021-12-01,EUR,1.0
2021-12-01,JPY,0.007790224988867881
2021-12-01,USD,0.8825899549436185
2021-12-02,EUR,1.0
2021-12-02,JPY,0.00782625699908495
2021-12-02,USD,0.8834300212584953
2021-12-03,EUR,1.0
2021-12-03,JPY,0.007825950927791226
2021-12-03,USD,0.8844699991027308
2021-12-06,EUR,1.0
2021-12-06,JPY,0.00782576729650584
2021-12-06,USD,0.8845800547560501
2021-12-07,EUR,1.0
2021-12-07,JPY,0.007810729956907262
2021-12-07,USD,0.8859999862694743
2021-12-08,EUR,1.0
2021-12-08,JPY,0.007814942225342241
2021-12-08,USD,0.8867999645644011
2021-12-09,EUR,1.0
2021-12-09,JPY,0.007754402584075148
2021-12-09,USD,0.8813999836929706
2021-12-10,EUR,1.0
2021-12-10,JPY,0.0078057918603990535
2021-12-10,USD,0.8854799934343272
2021-12-13,EUR,1.0
2021-12-13,JPY,0.007789253715661575
2021-12-13,USD,0.8840299570431362
2021-12-14,EUR,1.0
2021-12-14,JPY,0.007805182938739033
2021-12-14,USD,0.8861000333161295
2021-12-15,EUR,1.0
2021-12-15,JPY,0.007809693071292645
2021-12-15,USD,0.8879999652786268
2021-12-16,EUR,1.0
2021-12-16,JPY,0.007759577192081149
2021-12-16,USD,0.8856800622929617
2021-12-17,EUR,1.0
2021-12-17,JPY,0.007762830002598823
2021-12-17,USD,0.8822900266697743
2021-12-20,EUR,1.0
2021-12-20,JPY,0.007835700886083668
2021-12-20,USD,0.8893999752538259
2021-12-21,EUR,1.0
2021-12-21,JPY,0.007801833245100015
2021-12-21,USD,0.8867200048370728
2021-12-22,EUR,1.0
2021-12-22,JPY,0.007772363304378703
2021-12-22,USD,0.8859299948472351
2021-12-23,EUR,1.0
2021-12-23,JPY,0.007736345679228037
2021-12-23,USD,0.8827000076078427
2021-12-24,EUR,1.0
2021-12-24,JPY,0.007713966462560908
2021-12-24,USD,0.8828200287958642
2021-12-27,EUR,1.0
2021-12-27,JPY,0.007724453323668338
2021-12-27,USD,0.8830599831969697
2021-12-28,EUR,1.0
2021-12-28,JPY,0.007689468258533026
2021-12-28,USD,0.8826100131308711
2021-12-29,EUR,1.0
2021-12-29,JPY,0.007700007989510243
2021-12-29,USD,0.8837999971132136
2021-12-30,EUR,1.0
2021-12-30,JPY,0.007658140496075402
2021-12-30,USD,0.880270022251756
2021-12-31,EUR,1.0
2021-12-31,JPY,0.007676010873099386
2021-12-31,USD,0.8830000288417349
2022-01-03,EUR,1.0
2022-01-03,JPY,0.007636911115565147
2022-01-03,USD,0.8792399841983056
2022-01-04,EUR,1.0
2022-01-04,JPY,0.0076719474520298425
2022-01-04,USD,0.884779997067823
2022-01-05,EUR,1.0
2022-01-05,JPY,0.007629394168873222
2022-01-05,USD,0.886239987339139
2022-01-06,EUR,1.0
2022-01-06,JPY,0.007613479306371329
2022-01-06,USD,0.883900013582076
2022-01-07,EUR,1.0
2022-01-07,JPY,0.00764134553722381
2022-01-07,USD,0.8852000488365391
2022-01-10,EUR,1.0
2022-01-10,JPY,0.007618234568064839
2022-01-10,USD,0.8807499733316311
2022-01-11,EUR,1.0
2022-01-11,JPY,0.00765638155827973
2022-01-11,USD,0.8825800190496371
2022-01-12,EUR,1.0
2022-01-12,JPY,0.007628579796276318
2022-01-12,USD,0.8797799828482606
2022-01-13,EUR,1.0
2022-01-13,JPY,0.007623694548748964
2022-01-13,USD,0.8739999687433254
2022-01-14,EUR,1.0
2022-01-14,JPY,0.007648827145213221
2022-01-14,USD,0.8728200459373058
2022-01-17,EUR,1.0
2022-01-17,JPY,0.007667594072403167
2022-01-17,USD,0.876370051670535
2022-01-18,EUR,1.0
2022-01-18,JPY,0.007649762818366108
2022-01-18,USD,0.8763800313501501
2022-01-19,EUR,1.0
2022-01-19,JPY,0.007705466265011085
2022-01-19,USD,0.8826400092508446
2022-01-20,EUR,1.0
2022-01-20,JPY,0.007710694588442147
2022-01-20,USD,0.8815699551459703
2022-01-21,EUR,1.0
2022-01-21,JPY,0.0077544631410379665
2022-01-21,USD,0.883879989851079
2022-01-24,EUR,1.0
2022-01-24,JPY,0.007749414471998417
2022-01-24,USD,0.8817199735040699
2022-01-25,EUR,1.0
2022-01-25,JPY,0.007745933018765119
2022-01-25,USD,0.8830700228615185
2022-01-26,EUR,1.0
2022-01-26,JPY,0.007770611399710784
2022-01-26,USD,0.8846000169356778
2022-01-27,EUR,1.0
2022-01-27,JPY,0.007754883395715006
2022-01-27,USD,0.8893999752538259
2022-01-28,EUR,1.0
2022-01-28,JPY,0.0077790741054854125
2022-01-28,USD,0.8970999933053899
2022-01-31,EUR,1.0
2022-01-31,JPY,0.007779860896524027
2022-01-31,USD,0.8966700123673345
2022-02-01,EUR,1.0
2022-02-01,JPY,0.007735567664675607
2022-02-01,USD,0.8905000047770143
2022-02-02,EUR,1.0
2022-02-02,JPY,0.00773275551626668
2022-02-02,USD,0.8870000676727346
2022-02-03,EUR,1.0
2022-02-03,JPY,0.007737302888324684
2022-02-03,USD,0.8849599570928914
2022-02-04,EUR,1.0
2022-02-04,JPY,0.007607281520490536
2022-02-04,USD,0.8744500422703615
2022-02-07,EUR,1.0
2022-02-07,JPY,0.007577020594706398
2022-02-07,USD,0.8729700079319208
2022-02-08,EUR,1.0
2022-02-08,JPY,0.007596013900835253
2022-02-08,USD,0.8738999950828458
2022-02-09,EUR,1.0
2022-02-09,JPY,0.007578800221433818
2022-02-09,USD,0.8755599842978425
2022-02-10,EUR,1.0
2022-02-10,JPY,0.007574494977805629
2022-02-10,USD,0.8755400625003458
2022-02-11,EUR,1.0
2022-02-11,JPY,0.00755024694178478
2022-02-11,USD,0.875999956975939
2022-02-14,EUR,1.0
2022-02-14,JPY,0.007613305068442609
2022-02-14,USD,0.8798899818653847
2022-02-15,EUR,1.0
2022-02-15,JPY,0.007655678567102193
2022-02-15,USD,0.8844599275803392
2022-02-16,EUR,1.0
2022-02-16,JPY,0.007614812446202726
2022-02-16,USD,0.880530034783034
2022-02-17,EUR,1.0
2022-02-17,JPY,0.007619743898658895
2022-02-17,USD,0.8791000210851341
2022-02-18,EUR,1.0
2022-02-18,JPY,0.007659782960349029
2022-02-18,USD,0.8797799828482606
2022-02-21,EUR,1.0
2022-02-21,JPY,0.007686454219527459
2022-02-21,USD,0.883609990937018
2022-02-22,EUR,1.0
2022-02-22,JPY,0.007715216043354767
2022-02-22,USD,0.8842000124588539
2022-02-23,EUR,1.0
2022-02-23,JPY,0.0076691822589308595
2022-02-23,USD,0.8826800382088155
2022-02-24,EUR,1.0
2022-02-24,JPY,0.007698585166479437
2022-02-24,USD,0.8845100076930345
2022-02-25,EUR,1.0
2022-02-25,JPY,0.007732635992791714
2022-02-25,USD,0.8935999636109176
2022-02-28,EUR,1.0
2022-02-28,JPY,0.007738800372580916
2022-02-28,USD,0.894370056426097
2022-03-01,EUR,1.0
2022-03-01,JPY,0.007748393800859328
2022-03-01,USD,0.8915899655145073
2022-03-02,EUR,1.0
2022-03-02,JPY,0.007821971844434233
2022-03-02,USD,0.8982499423107915
2022-03-03,EUR,1.0
2022-03-03,JPY,0.007790710253243256
2022-03-03,USD,0.8999000290826438
2022-03-04,EUR,1.0
2022-03-04,JPY,0.007825093588350955
2022-03-04,USD,0.9035999406261102
2022-03-07,EUR,1.0
2022-03-07,JPY,0.008000435082254535
2022-03-07,USD,0.9195799661420025
2022-03-08,EUR,1.0
2022-03-08,JPY,0.00797778986029677
2022-03-08,USD,0.9203600642274358
2022-03-09,EUR,1.0
2022-03-09,JPY,0.007929710933868175
2022-03-09,USD,0.9175799870926811
2022-03-10,EUR,1.0
2022-03-10,JPY,0.007791256711066305
2022-03-10,USD,0.9030300231414276
2022-03-11,EUR,1.0
2022-03-11,JPY,0.00781549208794122
2022-03-11,USD,0.9079399590828869
2022-03-14,EUR,1.0
2022-03-14,JPY,0.0077834940187311704
2022-03-14,USD,0.9147400415005403
2022-03-15,EUR,1.0
2022-03-15,JPY,0.0077304250188524656
2022-03-15,USD,0.9138100371510715
2022-03-16,EUR,1.0
2022-03-16,JPY,0.0077068318166466435
2022-03-16,USD,0.9116299268108121
2022-03-17,EUR,1.0
2022-03-17,JPY,0.007632771629233832
2022-03-17,USD,0.9072800594772638
2022-03-18,EUR,1.0
2022-03-18,JPY,0.007603926575976321
2022-03-18,USD,0.9009399791707635
2022-03-21,EUR,1.0
2022-03-21,JPY,0.007593302284710832
2022-03-21,USD,0.9055399635543343
2022-03-22,EUR,1.0
2022-03-22,JPY,0.007590306006216463
2022-03-22,USD,0.9076699913026673
2022-03-23,EUR,1.0
2022-03-23,JPY,0.007472333916273283
2022-03-23,USD,0.9066400300116305
2022-03-24,EUR,1.0
2022-03-24,JPY,0.007501481157931269
2022-03-24,USD,0.9085700168281226
2022-03-25,EUR,1.0
2022-03-25,JPY,0.007424566210180161
2022-03-25,USD,0.9082999693357288
2022-03-28,EUR,1.0
2022-03-28,JPY,0.007447790687261432
2022-03-28,USD,0.9105899756824534
2022-03-29,EUR,1.0
2022-03-29,JPY,0.007355915599129538
2022-03-29,USD,0.909600030534669
2022-03-30,EUR,1.0
2022-03-30,JPY,0.007323057036620202
2022-03-30,USD,0.9015900066184893
2022-03-31,EUR,1.0
2022-03-31,JPY,0.007342844955788423
2022-03-31,USD,0.895910020755667
2022-04-01,EUR,1.0
2022-04-01,JPY,0.007418232874512038
2022-04-01,USD,0.9031499971953562
2022-04-04,EUR,1.0
2022-04-04,JPY,0.007385251719029577
2022-04-04,USD,0.9052000122583772
2022-04-05,EUR,1.0
2022-04-05,JPY,0.007420048737093801
2022-04-05,USD,0.9110900117320947
2022-04-06,EUR,1.0
2022-04-06,JPY,0.007415316924576057
2022-04-06,USD,0.9168900704657864
2022-04-07,EUR,1.0
2022-04-07,JPY,0.007416802312046883
2022-04-07,USD,0.9175799870926811
2022-04-08,EUR,1.0
2022-04-08,JPY,0.00741746211560878
2022-04-08,USD,0.9204000531484825
2022-04-11,EUR,1.0
2022-04-11,JPY,0.007386615186383092
2022-04-11,USD,0.9186999607379512
2022-04-12,EUR,1.0
2022-04-12,JPY,0.00732708112034487
2022-04-12,USD,0.9192900369026336
2022-04-13,EUR,1.0
2022-04-13,JPY,0.007365560206733796
2022-04-13,USD,0.9236899951957948
2022-04-14,EUR,1.0
2022-04-14,JPY,0.007320269380909127
2022-04-14,USD,0.917720022689716
2022-04-15,EUR,1.0
2022-04-15,JPY,0.007324397633786824
2022-04-15,USD,0.9241299976435732
2022-04-18,EUR,1.0
2022-04-18,JPY,0.007302894502949417
2022-04-18,USD,0.9246199473507447
2022-04-19,EUR,1.0
2022-04-19,JPY,0.007297672107628192
2022-04-19,USD,0.9274899802850797
2022-04-20,EUR,1.0
2022-04-20,JPY,0.007163323469044006
2022-04-20,USD,0.9264000459411644
2022-04-21,EUR,1.0
2022-04-21,JPY,0.007200253309692853
2022-04-21,USD,0.9216699915651554
2022-04-22,EUR,1.0
2022-04-22,JPY,0.007187728743084103
2022-04-22,USD,0.9229199828719875
2022-04-25,EUR,1.0
2022-04-25,JPY,0.007192795702146523
2022-04-25,USD,0.9249799480910825
2022-04-26,EUR,1.0
2022-04-26,JPY,0.007306362877040923
2022-04-26,USD,0.933340009101297
2022-04-27,EUR,1.0
2022-04-27,JPY,0.0073827982468107215
2022-04-27,USD,0.9395300338298138
2022-04-28,EUR,1.0
2022-04-28,JPY,0.007378549088754367
2022-04-28,USD,0.9474100186656063
2022-04-29,EUR,1.0
2022-04-29,JPY,0.007278496793167791
2022-04-29,USD,0.9520000027236939
2022-05-02,EUR,1.0
2022-05-02,JPY,0.007300815871966576
2022-05-02,USD,0.9491299593763803
2022-05-03,EUR,1.0
2022-05-03,JPY,0.0073125073712542454
2022-05-03,USD,0.9515600517580295
2022-05-04,EUR,1.0
2022-05-04,JPY,0.0073014015112394855
2022-05-04,USD,0.9498000050498343
2022-05-05,EUR,1.0
2022-05-05,JPY,0.0072860806131621065
2022-05-05,USD,0.9413999672307026
2022-05-06,EUR,1.0
2022-05-06,JPY,0.007279768561654761
2022-05-06,USD,0.9487899789342721
2022-05-09,EUR,1.0
2022-05-09,JPY,0.007262269707505705
2022-05-09,USD,0.9494699686238086
2022-05-10,EUR,1.0
2022-05-10,JPY,0.007259897254109143
2022-05-10,USD,0.9464500203875922
2022-05-11,EUR,1.0
2022-05-11,JPY,0.007285443975084796
2022-05-11,USD,0.9494000131738378
2022-05-12,EUR,1.0
2022-05-12,JPY,0.007326919744425377
2022-05-12,USD,0.9512500411067176
2022-05-13,EUR,1.0
2022-05-13,JPY,0.007492994468634348
2022-05-13,USD,0.963429984803074
2022-05-16,EUR,1.0
2022-05-16,JPY,0.0074292550951998
2022-05-16,USD,0.961479975834079
2022-05-17,EUR,1.0
2022-05-17,JPY,0.007430911211858979
2022-05-17,USD,0.9579499803182269
2022-05-18,EUR,1.0
2022-05-18,JPY,0.0073238614997175435
2022-05-18,USD,0.9480599576206776
2022-05-19,EUR,1.0
2022-05-19,JPY,0.007465360957538253
2022-05-19,USD,0.9548599566246349
2022-05-20,EUR,1.0
2022-05-20,JPY,0.00739530140626504
2022-05-20,USD,0.9452700371342049
2022-05-23,EUR,1.0
2022-05-23,JPY,0.007397379921536031
2022-05-23,USD,0.9460899755678807
2022-05-24,EUR,1.0
2022-05-24,JPY,0.007322841833834645
2022-05-24,USD,0.9361500016962861
2022-05-25,EUR,1.0
2022-05-25,JPY,0.007349590819022494
2022-05-25,USD,0.9314000521848231
2022-05-26,EUR,1.0
2022-05-26,JPY,0.00735986843516435
2022-05-26,USD,0.9357500438949635
2022-05-27,EUR,1.0
2022-05-27,JPY,0.0073346048618169665
2022-05-27,USD,0.9317099859676076
2022-05-30,EUR,1.0
2022-05-30,JPY,0.007321287512577598
2022-05-30,USD,0.9318399795250004
2022-05-31,EUR,1.0
2022-05-31,JPY,0.007264274105749192
2022-05-31,USD,0.9282000553250346
2022-06-01,EUR,1.0
2022-06-01,JPY,0.007236727540675398
2022-06-01,USD,0.9316100315178546
2022-06-02,EUR,1.0
2022-06-02,JPY,0.007215840231502335
2022-06-02,USD,0.9386000029986477
2022-06-03,EUR,1.0
2022-06-03,JPY,0.007159836220494463
2022-06-03,USD,0.9301399954383421
2022-06-06,EUR,1.0
2022-06-06,JPY,0.007133227522050246
2022-06-06,USD,0.932309956144153
2022-06-07,EUR,1.0
2022-06-07,JPY,0.007076940454288695
2022-06-07,USD,0.9353299865486372
2022-06-08,EUR,1.0
2022-06-08,JPY,0.007037099395592879
2022-06-08,USD,0.9346999822722951
2022-06-09,EUR,1.0
2022-06-09,JPY,0.006941069960172731
2022-06-09,USD,0.9330399905679475
2022-06-10,EUR,1.0
2022-06-10,JPY,0.007006235759362913
2022-06-10,USD,0.9416900584696849
2022-06-13,EUR,1.0
2022-06-13,JPY,0.007071885779376069
2022-06-13,USD,0.9532900156472328
2022-06-14,EUR,1.0
2022-06-14,JPY,0.00715348479693462
2022-06-14,USD,0.960140022861763
2022-06-15,EUR,1.0
2022-06-15,JPY,0.0070814008846996745
2022-06-15,USD,0.9578000238405043
2022-06-16,EUR,1.0
2022-06-16,JPY,0.007131701422683895
2022-06-16,USD,0.9563699793645184
2022-06-17,EUR,1.0
2022-06-17,JPY,0.007160041166740595
2022-06-17,USD,0.9481499699966419
2022-06-20,EUR,1.0
2022-06-20,JPY,0.007046471812768741
2022-06-20,USD,0.9531600339467635
2022-06-21,EUR,1.0
2022-06-21,JPY,0.007036951295827265
2022-06-21,USD,0.9504999677637528
2022-06-22,EUR,1.0
2022-06-22,JPY,0.006967766848586735
2022-06-22,USD,0.9494299928186735
2022-06-23,EUR,1.0
2022-06-23,JPY,0.0069599112679281224
2022-06-23,USD,0.9465999686295042
2022-06-24,EUR,1.0
2022-06-24,JPY,0.007049899532262143
2022-06-24,USD,0.9505599602579606
